onset	duration	sample	unit_id	description
6.5913	0.0	13499	1	motor-unit-spike
6.9932	0.0	14322	0	motor-unit-spike
7.4727	0.0	15304	1	motor-unit-spike
7.9492	0.0	16280	0	motor-unit-spike
8.0205	0.0	16426	3	motor-unit-spike
8.1167	0.0	16623	1	motor-unit-spike
8.1675	0.0	16727	0	motor-unit-spike
8.6021	0.0	17617	3	motor-unit-spike
8.8745	0.0	18175	0	motor-unit-spike
8.8862	0.0	18199	1	motor-unit-spike
8.9478	0.0	18325	2	motor-unit-spike
9.186	0.0	18813	0	motor-unit-spike
9.3506	0.0	19150	3	motor-unit-spike
9.8267	0.0	20125	2	motor-unit-spike
9.936	0.0	20349	0	motor-unit-spike
10.1875	0.0	20864	2	motor-unit-spike
10.3306	0.0	21157	0	motor-unit-spike
10.4629	0.0	21428	3	motor-unit-spike
10.5908	0.0	21690	1	motor-unit-spike
10.6216	0.0	21753	2	motor-unit-spike
10.7173	0.0	21949	2	motor-unit-spike
10.8037	0.0	22126	0	motor-unit-spike
10.8198	0.0	22159	3	motor-unit-spike
10.9141	0.0	22352	0	motor-unit-spike
11.1113	0.0	22756	1	motor-unit-spike
11.1631	0.0	22862	0	motor-unit-spike
11.3271	0.0	23198	0	motor-unit-spike
11.5127	0.0	23578	2	motor-unit-spike
11.5908	0.0	23738	1	motor-unit-spike
11.8262	0.0	24220	0	motor-unit-spike
12.0459	0.0	24670	2	motor-unit-spike
12.0874	0.0	24755	0	motor-unit-spike
12.1636	0.0	24911	1	motor-unit-spike
12.4038	0.0	25403	1	motor-unit-spike
12.4185	0.0	25433	3	motor-unit-spike
12.5825	0.0	25769	4	motor-unit-spike
12.6348	0.0	25876	4	motor-unit-spike
12.6792	0.0	25967	3	motor-unit-spike
12.7788	0.0	26171	4	motor-unit-spike
12.895	0.0	26409	0	motor-unit-spike
12.9448	0.0	26511	0	motor-unit-spike
13.0381	0.0	26702	1	motor-unit-spike
13.3169	0.0	27273	3	motor-unit-spike
13.4492	0.0	27544	4	motor-unit-spike
13.4712	0.0	27589	3	motor-unit-spike
13.6118	0.0	27877	2	motor-unit-spike
13.7017	0.0	28061	4	motor-unit-spike
13.8198	0.0	28303	1	motor-unit-spike
13.8242	0.0	28312	0	motor-unit-spike
13.8696	0.0	28405	1	motor-unit-spike
13.9604	0.0	28591	1	motor-unit-spike
14.0552	0.0	28785	2	motor-unit-spike
14.3574	0.0	29404	3	motor-unit-spike
14.3994	0.0	29490	0	motor-unit-spike
14.4492	0.0	29592	0	motor-unit-spike
14.6333	0.0	29969	3	motor-unit-spike
14.6831	0.0	30071	3	motor-unit-spike
14.6865	0.0	30078	1	motor-unit-spike
14.6938	0.0	30093	4	motor-unit-spike
15.0498	0.0	30822	4	motor-unit-spike
15.0537	0.0	30830	3	motor-unit-spike
15.0996	0.0	30924	4	motor-unit-spike
15.311	0.0	31357	1	motor-unit-spike
15.4102	0.0	31560	0	motor-unit-spike
15.4277	0.0	31596	2	motor-unit-spike
15.4375	0.0	31616	4	motor-unit-spike
15.5015	0.0	31747	0	motor-unit-spike
15.5913	0.0	31931	0	motor-unit-spike
15.686	0.0	32125	4	motor-unit-spike
15.9072	0.0	32578	3	motor-unit-spike
15.9214	0.0	32607	4	motor-unit-spike
16.0225	0.0	32814	1	motor-unit-spike
16.1069	0.0	32987	3	motor-unit-spike
16.1162	0.0	33006	2	motor-unit-spike
16.1177	0.0	33009	1	motor-unit-spike
16.2852	0.0	33352	4	motor-unit-spike
16.521	0.0	33835	2	motor-unit-spike
16.6777	0.0	34156	3	motor-unit-spike
16.7573	0.0	34319	4	motor-unit-spike
16.9409	0.0	34695	4	motor-unit-spike
16.9907	0.0	34797	4	motor-unit-spike
17.144	0.0	35111	1	motor-unit-spike
17.1895	0.0	35204	0	motor-unit-spike
17.3076	0.0	35446	2	motor-unit-spike
17.355	0.0	35543	3	motor-unit-spike
17.4048	0.0	35645	3	motor-unit-spike
17.5552	0.0	35953	4	motor-unit-spike
17.6533	0.0	36154	3	motor-unit-spike
17.8213	0.0	36498	4	motor-unit-spike
18.1587	0.0	37189	4	motor-unit-spike
18.5415	0.0	37973	1	motor-unit-spike
18.7461	0.0	38392	1	motor-unit-spike
18.7998	0.0	38502	1	motor-unit-spike
19.0981	0.0	39113	1	motor-unit-spike
19.1411	0.0	39201	0	motor-unit-spike
19.1675	0.0	39255	3	motor-unit-spike
19.4238	0.0	39780	1	motor-unit-spike
