onset	duration	sample	unit_id	event_type
5.5024	0.0	11269	0	motor-unit-spike
6.0347	0.0	12359	1	motor-unit-spike
6.0659	0.0	12423	2	motor-unit-spike
6.1157	0.0	12525	2	motor-unit-spike
6.2241	0.0	12747	2	motor-unit-spike
6.731	0.0	13785	1	motor-unit-spike
6.7363	0.0	13796	0	motor-unit-spike
6.7861	0.0	13898	0	motor-unit-spike
6.8647	0.0	14059	4	motor-unit-spike
6.9146	0.0	14161	4	motor-unit-spike
7.106	0.0	14553	3	motor-unit-spike
7.3525	0.0	15058	1	motor-unit-spike
7.4014	0.0	15158	6	motor-unit-spike
7.7607	0.0	15894	4	motor-unit-spike
7.7632	0.0	15899	5	motor-unit-spike
7.8145	0.0	16004	2	motor-unit-spike
7.8315	0.0	16039	3	motor-unit-spike
8.0269	0.0	16439	5	motor-unit-spike
8.0869	0.0	16562	3	motor-unit-spike
8.0884	0.0	16565	4	motor-unit-spike
8.1206	0.0	16631	5	motor-unit-spike
8.1704	0.0	16733	5	motor-unit-spike
8.2114	0.0	16817	0	motor-unit-spike
8.3872	0.0	17177	6	motor-unit-spike
8.5923	0.0	17597	7	motor-unit-spike
8.6924	0.0	17802	3	motor-unit-spike
8.7285	0.0	17876	7	motor-unit-spike
8.7983	0.0	18019	1	motor-unit-spike
8.8125	0.0	18048	6	motor-unit-spike
8.8208	0.0	18065	4	motor-unit-spike
8.8438	0.0	18112	0	motor-unit-spike
8.8574	0.0	18140	5	motor-unit-spike
8.8994	0.0	18226	3	motor-unit-spike
8.9072	0.0	18242	5	motor-unit-spike
8.9751	0.0	18381	3	motor-unit-spike
9.043	0.0	18520	9	motor-unit-spike
9.0776	0.0	18591	4	motor-unit-spike
9.0898	0.0	18616	8	motor-unit-spike
9.167	0.0	18774	1	motor-unit-spike
9.2036	0.0	18849	5	motor-unit-spike
9.2847	0.0	19015	3	motor-unit-spike
9.3315	0.0	19111	5	motor-unit-spike
9.4414	0.0	19336	8	motor-unit-spike
9.5127	0.0	19482	5	motor-unit-spike
9.6582	0.0	19780	5	motor-unit-spike
9.7354	0.0	19938	6	motor-unit-spike
9.8213	0.0	20114	0	motor-unit-spike
9.8564	0.0	20186	9	motor-unit-spike
9.8574	0.0	20188	3	motor-unit-spike
9.8711	0.0	20216	0	motor-unit-spike
9.9683	0.0	20415	7	motor-unit-spike
10.0205	0.0	20522	0	motor-unit-spike
10.0518	0.0	20586	9	motor-unit-spike
10.0625	0.0	20608	6	motor-unit-spike
10.0649	0.0	20613	3	motor-unit-spike
10.1006	0.0	20686	7	motor-unit-spike
10.2065	0.0	20903	6	motor-unit-spike
10.3154	0.0	21126	1	motor-unit-spike
10.376	0.0	21250	3	motor-unit-spike
10.3975	0.0	21294	9	motor-unit-spike
10.4502	0.0	21402	0	motor-unit-spike
10.5444	0.0	21595	5	motor-unit-spike
10.5713	0.0	21650	4	motor-unit-spike
10.6172	0.0	21744	0	motor-unit-spike
10.6211	0.0	21752	4	motor-unit-spike
10.6655	0.0	21843	2	motor-unit-spike
10.748	0.0	22012	4	motor-unit-spike
10.7979	0.0	22114	4	motor-unit-spike
10.8667	0.0	22255	7	motor-unit-spike
10.873	0.0	22268	5	motor-unit-spike
10.8872	0.0	22297	1	motor-unit-spike
10.9116	0.0	22347	3	motor-unit-spike
10.9683	0.0	22463	7	motor-unit-spike
10.9761	0.0	22479	8	motor-unit-spike
10.9854	0.0	22498	9	motor-unit-spike
11.083	0.0	22698	3	motor-unit-spike
11.1084	0.0	22750	6	motor-unit-spike
11.1836	0.0	22904	0	motor-unit-spike
11.2139	0.0	22966	1	motor-unit-spike
11.3794	0.0	23305	9	motor-unit-spike
11.3989	0.0	23345	5	motor-unit-spike
11.4316	0.0	23412	1	motor-unit-spike
11.4678	0.0	23486	2	motor-unit-spike
11.4775	0.0	23506	3	motor-unit-spike
11.5273	0.0	23608	3	motor-unit-spike
11.5347	0.0	23623	9	motor-unit-spike
11.5674	0.0	23690	1	motor-unit-spike
11.5811	0.0	23718	7	motor-unit-spike
11.5835	0.0	23723	3	motor-unit-spike
11.5991	0.0	23755	5	motor-unit-spike
11.6968	0.0	23955	7	motor-unit-spike
11.7754	0.0	24116	7	motor-unit-spike
11.8398	0.0	24248	5	motor-unit-spike
11.9023	0.0	24376	5	motor-unit-spike
11.9072	0.0	24386	3	motor-unit-spike
11.9561	0.0	24486	6	motor-unit-spike
11.9893	0.0	24554	9	motor-unit-spike
12.0967	0.0	24774	2	motor-unit-spike
12.1118	0.0	24805	1	motor-unit-spike
12.1309	0.0	24844	5	motor-unit-spike
12.186	0.0	24957	3	motor-unit-spike
12.2822	0.0	25154	9	motor-unit-spike
12.2876	0.0	25165	5	motor-unit-spike
12.313	0.0	25217	1	motor-unit-spike
12.334	0.0	25260	7	motor-unit-spike
12.3491	0.0	25291	6	motor-unit-spike
12.4727	0.0	25544	6	motor-unit-spike
12.479	0.0	25557	9	motor-unit-spike
12.5288	0.0	25659	9	motor-unit-spike
12.5938	0.0	25792	7	motor-unit-spike
12.7373	0.0	26086	5	motor-unit-spike
12.75	0.0	26112	0	motor-unit-spike
12.7979	0.0	26210	9	motor-unit-spike
12.7998	0.0	26214	0	motor-unit-spike
12.8232	0.0	26262	6	motor-unit-spike
12.8296	0.0	26275	3	motor-unit-spike
12.8428	0.0	26302	7	motor-unit-spike
12.856	0.0	26329	1	motor-unit-spike
12.8716	0.0	26361	9	motor-unit-spike
12.9561	0.0	26534	8	motor-unit-spike
13.1567	0.0	26945	4	motor-unit-spike
13.2065	0.0	27047	4	motor-unit-spike
13.2803	0.0	27198	6	motor-unit-spike
13.3804	0.0	27403	5	motor-unit-spike
13.4365	0.0	27518	9	motor-unit-spike
13.5122	0.0	27673	0	motor-unit-spike
13.5488	0.0	27748	3	motor-unit-spike
13.5815	0.0	27815	7	motor-unit-spike
13.7407	0.0	28141	1	motor-unit-spike
13.9893	0.0	28650	7	motor-unit-spike
14.0337	0.0	28741	9	motor-unit-spike
14.0483	0.0	28771	0	motor-unit-spike
14.0571	0.0	28789	6	motor-unit-spike
14.0835	0.0	28843	9	motor-unit-spike
14.1475	0.0	28974	5	motor-unit-spike
14.1509	0.0	28981	4	motor-unit-spike
14.166	0.0	29012	6	motor-unit-spike
14.2158	0.0	29114	6	motor-unit-spike
14.2505	0.0	29185	0	motor-unit-spike
14.3809	0.0	29452	1	motor-unit-spike
14.3818	0.0	29454	2	motor-unit-spike
14.5386	0.0	29775	3	motor-unit-spike
14.5884	0.0	29877	3	motor-unit-spike
14.6216	0.0	29945	2	motor-unit-spike
14.6504	0.0	30004	5	motor-unit-spike
14.7202	0.0	30147	9	motor-unit-spike
14.7285	0.0	30164	0	motor-unit-spike
14.7612	0.0	30231	2	motor-unit-spike
14.7646	0.0	30238	4	motor-unit-spike
14.8145	0.0	30340	4	motor-unit-spike
14.8735	0.0	30461	4	motor-unit-spike
14.9922	0.0	30704	7	motor-unit-spike
15.064	0.0	30851	1	motor-unit-spike
15.0977	0.0	30920	3	motor-unit-spike
15.1016	0.0	30928	2	motor-unit-spike
15.1475	0.0	31022	3	motor-unit-spike
15.1665	0.0	31061	8	motor-unit-spike
15.2676	0.0	31268	9	motor-unit-spike
15.3223	0.0	31380	4	motor-unit-spike
15.3569	0.0	31451	9	motor-unit-spike
15.5366	0.0	31819	1	motor-unit-spike
15.5557	0.0	31858	5	motor-unit-spike
15.6006	0.0	31950	0	motor-unit-spike
15.6392	0.0	32029	7	motor-unit-spike
15.7471	0.0	32250	4	motor-unit-spike
15.832	0.0	32424	8	motor-unit-spike
15.8555	0.0	32472	7	motor-unit-spike
15.8901	0.0	32543	6	motor-unit-spike
15.8984	0.0	32560	2	motor-unit-spike
15.9785	0.0	32724	9	motor-unit-spike
16.1274	0.0	33029	7	motor-unit-spike
16.1621	0.0	33100	4	motor-unit-spike
16.1772	0.0	33131	7	motor-unit-spike
16.2012	0.0	33180	9	motor-unit-spike
16.2944	0.0	33371	1	motor-unit-spike
16.3018	0.0	33386	5	motor-unit-spike
16.4048	0.0	33597	3	motor-unit-spike
16.4146	0.0	33617	0	motor-unit-spike
16.418	0.0	33624	8	motor-unit-spike
16.4644	0.0	33719	0	motor-unit-spike
16.4678	0.0	33726	8	motor-unit-spike
16.5127	0.0	33818	6	motor-unit-spike
16.5825	0.0	33961	0	motor-unit-spike
16.6182	0.0	34034	4	motor-unit-spike
16.6416	0.0	34082	0	motor-unit-spike
16.6665	0.0	34133	2	motor-unit-spike
16.8076	0.0	34422	8	motor-unit-spike
16.8452	0.0	34499	7	motor-unit-spike
17.1084	0.0	35038	4	motor-unit-spike
17.2109	0.0	35248	8	motor-unit-spike
17.3291	0.0	35490	5	motor-unit-spike
17.3579	0.0	35549	8	motor-unit-spike
17.5151	0.0	35871	8	motor-unit-spike
17.5488	0.0	35940	7	motor-unit-spike
17.6216	0.0	36089	1	motor-unit-spike
17.7231	0.0	36297	4	motor-unit-spike
17.7295	0.0	36310	1	motor-unit-spike
17.771	0.0	36395	3	motor-unit-spike
17.7832	0.0	36420	7	motor-unit-spike
17.7896	0.0	36433	2	motor-unit-spike
17.833	0.0	36522	7	motor-unit-spike
17.9224	0.0	36705	9	motor-unit-spike
17.9536	0.0	36769	0	motor-unit-spike
18.0342	0.0	36934	6	motor-unit-spike
18.1279	0.0	37126	2	motor-unit-spike
18.188	0.0	37249	2	motor-unit-spike
18.2866	0.0	37451	3	motor-unit-spike
18.2988	0.0	37476	6	motor-unit-spike
18.4053	0.0	37694	1	motor-unit-spike
18.4551	0.0	37796	1	motor-unit-spike
18.5049	0.0	37898	1	motor-unit-spike
18.5366	0.0	37963	0	motor-unit-spike
18.5615	0.0	38014	5	motor-unit-spike
18.6309	0.0	38156	0	motor-unit-spike
18.751	0.0	38402	5	motor-unit-spike
18.8442	0.0	38593	5	motor-unit-spike
18.8877	0.0	38682	6	motor-unit-spike
19.0439	0.0	39002	6	motor-unit-spike
