onset	duration	sample	unit_id	event_type
5.1675	0.0	10583	0	motor-unit-spike
5.2173	0.0	10685	0	motor-unit-spike
5.897	0.0	12077	1	motor-unit-spike
6.1323	0.0	12559	0	motor-unit-spike
6.29	0.0	12882	0	motor-unit-spike
6.4204	0.0	13149	1	motor-unit-spike
6.6138	0.0	13545	4	motor-unit-spike
6.6338	0.0	13586	2	motor-unit-spike
6.6836	0.0	13688	2	motor-unit-spike
6.8477	0.0	14024	4	motor-unit-spike
6.9097	0.0	14151	1	motor-unit-spike
6.9204	0.0	14173	2	motor-unit-spike
7.0786	0.0	14497	0	motor-unit-spike
7.3882	0.0	15131	3	motor-unit-spike
7.5557	0.0	15474	6	motor-unit-spike
7.7393	0.0	15850	1	motor-unit-spike
7.834	0.0	16044	0	motor-unit-spike
7.8618	0.0	16101	3	motor-unit-spike
7.8779	0.0	16134	6	motor-unit-spike
7.936	0.0	16253	3	motor-unit-spike
8.0264	0.0	16438	4	motor-unit-spike
8.2021	0.0	16798	2	motor-unit-spike
8.2236	0.0	16842	5	motor-unit-spike
8.2568	0.0	16910	4	motor-unit-spike
8.2964	0.0	16991	5	motor-unit-spike
8.5571	0.0	17525	0	motor-unit-spike
8.5669	0.0	17545	5	motor-unit-spike
8.5757	0.0	17563	3	motor-unit-spike
8.6519	0.0	17719	1	motor-unit-spike
8.7651	0.0	17951	2	motor-unit-spike
8.7793	0.0	17980	5	motor-unit-spike
8.8755	0.0	18177	1	motor-unit-spike
8.9829	0.0	18397	3	motor-unit-spike
9.1426	0.0	18724	4	motor-unit-spike
9.1592	0.0	18758	5	motor-unit-spike
9.1772	0.0	18795	8	motor-unit-spike
9.3662	0.0	19182	8	motor-unit-spike
9.4766	0.0	19408	2	motor-unit-spike
9.5063	0.0	19469	6	motor-unit-spike
9.7554	0.0	19979	4	motor-unit-spike
9.7944	0.0	20059	0	motor-unit-spike
9.8013	0.0	20073	2	motor-unit-spike
9.8574	0.0	20188	4	motor-unit-spike
9.8774	0.0	20229	0	motor-unit-spike
9.9736	0.0	20426	5	motor-unit-spike
10.0161	0.0	20513	3	motor-unit-spike
10.0654	0.0	20614	4	motor-unit-spike
10.0659	0.0	20615	3	motor-unit-spike
10.1807	0.0	20850	0	motor-unit-spike
10.2749	0.0	21043	5	motor-unit-spike
10.3247	0.0	21145	5	motor-unit-spike
10.3262	0.0	21148	6	motor-unit-spike
10.3394	0.0	21175	4	motor-unit-spike
10.3516	0.0	21200	3	motor-unit-spike
10.4224	0.0	21345	5	motor-unit-spike
10.4375	0.0	21376	6	motor-unit-spike
10.4395	0.0	21380	4	motor-unit-spike
10.4688	0.0	21440	8	motor-unit-spike
10.5186	0.0	21542	8	motor-unit-spike
10.5737	0.0	21655	4	motor-unit-spike
10.5913	0.0	21691	8	motor-unit-spike
10.6304	0.0	21771	1	motor-unit-spike
10.8232	0.0	22166	2	motor-unit-spike
10.8882	0.0	22299	2	motor-unit-spike
10.9058	0.0	22335	5	motor-unit-spike
10.9556	0.0	22437	5	motor-unit-spike
10.9961	0.0	22520	4	motor-unit-spike
11.0054	0.0	22539	5	motor-unit-spike
11.0449	0.0	22620	8	motor-unit-spike
11.0552	0.0	22641	5	motor-unit-spike
11.0947	0.0	22722	8	motor-unit-spike
11.1025	0.0	22738	7	motor-unit-spike
11.1875	0.0	22912	8	motor-unit-spike
11.1904	0.0	22918	7	motor-unit-spike
11.27	0.0	23081	3	motor-unit-spike
11.3096	0.0	23162	2	motor-unit-spike
11.4619	0.0	23474	8	motor-unit-spike
11.4761	0.0	23503	7	motor-unit-spike
11.481	0.0	23513	0	motor-unit-spike
11.668	0.0	23896	0	motor-unit-spike
11.79	0.0	24146	5	motor-unit-spike
11.8096	0.0	24186	4	motor-unit-spike
11.8398	0.0	24248	5	motor-unit-spike
12.0674	0.0	24714	2	motor-unit-spike
12.1172	0.0	24816	2	motor-unit-spike
12.1655	0.0	24915	0	motor-unit-spike
12.1987	0.0	24983	6	motor-unit-spike
12.2202	0.0	25027	4	motor-unit-spike
12.2485	0.0	25085	6	motor-unit-spike
12.27	0.0	25129	4	motor-unit-spike
12.3311	0.0	25254	9	motor-unit-spike
12.3457	0.0	25284	6	motor-unit-spike
12.3496	0.0	25292	3	motor-unit-spike
12.4272	0.0	25451	7	motor-unit-spike
12.4678	0.0	25534	8	motor-unit-spike
12.6333	0.0	25873	6	motor-unit-spike
12.6479	0.0	25903	7	motor-unit-spike
12.6919	0.0	25993	3	motor-unit-spike
12.7065	0.0	26023	2	motor-unit-spike
12.7817	0.0	26177	5	motor-unit-spike
12.7817	0.0	26177	1	motor-unit-spike
12.9282	0.0	26477	8	motor-unit-spike
13.0112	0.0	26647	6	motor-unit-spike
13.04	0.0	26706	2	motor-unit-spike
13.0737	0.0	26775	9	motor-unit-spike
13.2236	0.0	27082	5	motor-unit-spike
13.2529	0.0	27142	3	motor-unit-spike
13.2803	0.0	27198	2	motor-unit-spike
13.2837	0.0	27205	1	motor-unit-spike
13.2998	0.0	27238	9	motor-unit-spike
13.4141	0.0	27472	3	motor-unit-spike
13.4463	0.0	27538	5	motor-unit-spike
13.5024	0.0	27653	4	motor-unit-spike
13.5298	0.0	27709	7	motor-unit-spike
13.5547	0.0	27760	6	motor-unit-spike
13.5874	0.0	27827	8	motor-unit-spike
13.5996	0.0	27852	4	motor-unit-spike
13.6108	0.0	27875	2	motor-unit-spike
13.7319	0.0	28123	4	motor-unit-spike
13.8584	0.0	28382	6	motor-unit-spike
13.8857	0.0	28438	5	motor-unit-spike
13.9209	0.0	28510	0	motor-unit-spike
13.9878	0.0	28647	5	motor-unit-spike
14.001	0.0	28674	9	motor-unit-spike
14.002	0.0	28676	6	motor-unit-spike
14.0581	0.0	28791	3	motor-unit-spike
14.0874	0.0	28851	9	motor-unit-spike
14.1753	0.0	29031	6	motor-unit-spike
14.2734	0.0	29232	0	motor-unit-spike
14.3042	0.0	29295	5	motor-unit-spike
14.3862	0.0	29463	5	motor-unit-spike
14.4326	0.0	29558	7	motor-unit-spike
14.4585	0.0	29611	5	motor-unit-spike
14.4653	0.0	29625	1	motor-unit-spike
14.5083	0.0	29713	5	motor-unit-spike
14.5571	0.0	29813	0	motor-unit-spike
14.6011	0.0	29903	5	motor-unit-spike
14.6143	0.0	29930	7	motor-unit-spike
14.7031	0.0	30112	5	motor-unit-spike
14.7324	0.0	30172	4	motor-unit-spike
14.7896	0.0	30289	1	motor-unit-spike
14.8672	0.0	30448	6	motor-unit-spike
14.918	0.0	30552	3	motor-unit-spike
14.9678	0.0	30654	3	motor-unit-spike
14.9902	0.0	30700	1	motor-unit-spike
15.0317	0.0	30785	5	motor-unit-spike
15.0449	0.0	30812	3	motor-unit-spike
15.085	0.0	30894	5	motor-unit-spike
15.1123	0.0	30950	2	motor-unit-spike
15.2681	0.0	31269	7	motor-unit-spike
15.2886	0.0	31311	6	motor-unit-spike
15.3604	0.0	31458	4	motor-unit-spike
15.3945	0.0	31528	6	motor-unit-spike
15.4102	0.0	31560	4	motor-unit-spike
15.4204	0.0	31581	1	motor-unit-spike
15.46	0.0	31662	4	motor-unit-spike
15.4951	0.0	31734	8	motor-unit-spike
15.5225	0.0	31790	4	motor-unit-spike
15.5366	0.0	31819	9	motor-unit-spike
15.6748	0.0	32102	9	motor-unit-spike
15.751	0.0	32258	5	motor-unit-spike
15.7573	0.0	32271	4	motor-unit-spike
15.7681	0.0	32293	2	motor-unit-spike
15.9009	0.0	32565	9	motor-unit-spike
16.0103	0.0	32789	7	motor-unit-spike
16.0415	0.0	32853	4	motor-unit-spike
16.0723	0.0	32916	6	motor-unit-spike
16.1538	0.0	33083	3	motor-unit-spike
16.207	0.0	33192	9	motor-unit-spike
16.2075	0.0	33193	5	motor-unit-spike
16.3389	0.0	33462	9	motor-unit-spike
16.3477	0.0	33480	4	motor-unit-spike
16.3608	0.0	33507	8	motor-unit-spike
16.4087	0.0	33605	6	motor-unit-spike
16.4116	0.0	33611	2	motor-unit-spike
16.4502	0.0	33690	7	motor-unit-spike
16.4653	0.0	33721	4	motor-unit-spike
16.4785	0.0	33748	1	motor-unit-spike
16.4907	0.0	33773	0	motor-unit-spike
16.5972	0.0	33991	8	motor-unit-spike
16.6172	0.0	34032	6	motor-unit-spike
16.7734	0.0	34352	4	motor-unit-spike
16.8521	0.0	34513	5	motor-unit-spike
16.9966	0.0	34809	4	motor-unit-spike
17.0571	0.0	34933	4	motor-unit-spike
17.0605	0.0	34940	0	motor-unit-spike
17.0928	0.0	35006	8	motor-unit-spike
17.1069	0.0	35035	4	motor-unit-spike
17.1094	0.0	35040	1	motor-unit-spike
17.1294	0.0	35081	2	motor-unit-spike
17.1992	0.0	35224	8	motor-unit-spike
17.2129	0.0	35252	1	motor-unit-spike
17.2173	0.0	35261	2	motor-unit-spike
17.25	0.0	35328	7	motor-unit-spike
17.2646	0.0	35358	1	motor-unit-spike
17.2744	0.0	35378	9	motor-unit-spike
17.2778	0.0	35385	6	motor-unit-spike
17.3452	0.0	35523	2	motor-unit-spike
17.3574	0.0	35548	9	motor-unit-spike
17.4868	0.0	35813	2	motor-unit-spike
17.4946	0.0	35829	6	motor-unit-spike
17.668	0.0	36184	2	motor-unit-spike
